parada/est.metro,Subidas día laboral por parada,Bajadas día Laboral por parada,comuna,Referencia,diseno_777,x,y
T-24-224-SN-10,85.14,23.69,SAN RAMÓN,DGO. ESPIñEIRA / SAN FRANCISCO,354,346562,6286590
T-24-441-SN-5,642.47,24.99,SAN RAMÓN,RIQUELME / ALMIRANTE LATORRE,354,347368,6286541
L-24-22-SN-10,54.30,1.48,SAN RAMÓN,SGTO. CANDELARIA / ISMAEL TOCORNAL,354,346702,6286125
L-24-22-NS-15,4.16,18.30,SAN RAMÓN,SGTO. CANDELARIA / ISMAEL TOCORNAL,354,346684,6286160
L-24-22-SN-20,34.07,3.74,SAN RAMÓN,MARTA BRUNET / ISMAEL TOCORNAL,354,346743,6286410
L-24-22-NS-25,6.22,27.41,SAN RAMÓN,JUAN WILLIAMS / ISMAEL TOCORNAL,354,346715,6286359
L-24-22-SN-30,31.16,2.27,SAN RAMÓN,RIQUELME / ISMAEL TOCORNAL,354,346781,6286648
L-24-22-NS-35,4.94,17.33,SAN RAMÓN,DOMINGO ESPINEIRA / ISMAEL TOCORNAL,354,346761,6286634
L-24-23-OP-5,,,SAN RAMÓN,LA BANDERA / JUAN WILLIAMS,354,347153,6286281
L-24-6-PO-5,49.24,277.41,SAN RAMÓN,ALMIRANTE LATORRE / ESPERANZA,354,347295,6286244
L-24-6-OP-6,72.57,125.64,SAN RAMÓN,ALMIRANTE LATORRE / ESPERANZA,354,347332,6286251
L-24-9-NS-25,27.43,234.28,SAN RAMÓN,ESPERANZA / LA BANDERA,354,347146,6286427
L-24-9-NS-30,38.03,91.00,SAN RAMÓN,JUAN WILLIAMS / LA BANDERA,354,347136,6286291
L-24-9-NS-35,12.51,136.46,SAN RAMÓN,SGTO. CANDELARIA / LA BANDERA,354,347099,6286090
L-24-1-SN-6,311.46,4.85,SAN RAMÓN,ANTÃRTICA CHILENA / ALMIRANTE LATORRE,354,347278,6285956
L-24-1-SN-11,330.56,20.71,SAN RAMÓN,ESPERANZA / ALMIRANTE LATORRE,354,347315,6286241
L-24-6-PO-10,130.61,121.25,SAN RAMÓN,AURORA DE CHILE / ESPERANZA,355,347596,6286194
L-24-6-OP-11,131.89,65.88,SAN RAMÓN,AURORA DE CHILE / ESPERANZA,355,347636,6286218
L-24-6-PO-15,62.50,89.46,SAN RAMÓN,LUIS DURAND / ESPERANZA,355,347853,6286154
E-22-205-SN-32,816.22,6983.31,LA GRANJA,PARADA 3 / (M) SANTA ROSA,356,348312,6287235
E-22-205-SN-33,3557.33,6026.64,LA GRANJA,PARADA 4 / (M) SANTA ROSA,356,348302,6287301
E-24-205-NS-65,5406.91,2046.34,SAN RAMÓN,PARADA 5 / (M) SANTA ROSA,356,348284,6287317
E-24-12-PO-20,1488.64,1516.30,SAN RAMÓN,PARADA 6 / (M) SANTA ROSA,356,348216,6287359
E-24-205-NS-66,1795.36,1927.81,SAN RAMÓN,PARADA 12 / (M) SANTA ROSA,356,348292,6287250
T-24-205-NS-87,321.76,354.73,SAN RAMÓN,PARADA 1 / HOSPITAL PADRE HURTADO,356,348510,6286028
T-24-205-NS-90,242.91,1067.02,SAN RAMÓN,PARADA 3 / P. 30 SANTA ROSA,356,348554,6285812
T-24-205-NS-92,219.46,361.89,SAN RAMÓN,PARADA 1 / P. 30 SANTA ROSA,356,348580,6285684
T-24-205-NS-70,213.77,317.71,SAN RAMÓN,PARADA 1 / P. 26 SANTA ROSA,356,348329,6286983
T-24-205-NS-75,112.63,71.50,SAN RAMÓN,PARADA 1 / P. 27 SANTA ROSA,356,348351,6286850
T-24-205-NS-77,96.87,538.06,SAN RAMÓN,PARADA 3 / P. 28 SANTA ROSA,356,348411,6286520
T-24-205-NS-80,244.70,499.45,SAN RAMÓN,PARADA 1 / P. 28 SANTA ROSA,356,348432,6286415
T-24-205-NS-85,604.33,1316.74,SAN RAMÓN,PARADA 3 / HOSPITAL PADRE HURTADO,356,348484,6286156
T-22-205-SN-12,455.80,305.60,LA GRANJA,PARADA 4 / HOSPITAL PADRE HURTADO,356,348518,6286073
T-22-205-SN-15,2404.06,484.89,LA GRANJA,PARADA 2 / HOSPITAL PADRE HURTADO,356,348491,6286206
T-22-205-SN-17,580.70,259.56,LA GRANJA,PARADA 4 / P. 28 SANTA ROSA,356,348439,6286465
T-22-205-SN-20,648.05,113.34,LA GRANJA,PARADA 2 / P. 28 SANTA ROSA,356,348417,6286571
T-22-205-SN-25,130.85,156.91,LA GRANJA,PARADA 2 / P. 27 SANTA ROSA,356,348360,6286897
T-22-205-SN-30,208.28,152.80,LA GRANJA,PARADA 2 / P. 26 SANTA ROSA,356,348338,6287030
L-24-30-NS-70,1474.27,36.27,SAN RAMÓN,PARADA 3 / P. 26 SANTA ROSA,356,348295,6287127
L-24-30-NS-75,7.72,1.73,SAN RAMÓN,PARADA 3 / P. 27 SANTA ROSA,356,348340,6286860
L-24-30-NS-80,13.24,37.38,SAN RAMÓN,ALPATACAL / SANTA ROSA,356,348376,6286652
L-24-30-NS-95,16.88,23.64,SAN RAMÓN,PARADA 1 / SGTO. CANDELARIA - SANTA ROSA,356,348530,6285884
L-24-30-NS-100,249.58,495.37,SAN RAMÓN,PARADA 5 / P. 30 SANTA ROSA,356,348572,6285678
L-24-24-PO-4,0.60,27.08,SAN RAMÓN,SANTA ROSA / LOS FRANCISCANOS,356,348296,6287070
L-24-24-OP-5,42.39,7.97,SAN RAMÓN,MONTE ALBENIA / LOS FRANCISCANOS,356,348277,6287083
L-24-24-OP-10,9.13,21.12,SAN RAMÓN,PEDRO AGUIRRE C. / LOS FRANCISCANOS,356,348071,6287104
L-24-25-SN-5,,,SAN RAMÓN,RIQUELME / PEDRO AGUIRRE CERDA,356,348087,6286431
L-24-25-NS-10,19.26,112.59,SAN RAMÓN,RIQUELME / PEDRO AGUIRRE CERDA,356,348060,6286467
L-24-25-SN-15,44.60,4.38,SAN RAMÓN,ALPATACAL / PEDRO AGUIRRE CERDA,356,348071,6286654
L-24-25-SN-25,34.95,7.87,SAN RAMÓN,VICUñA MACKENNA / PEDRO AGUIRRE CERDA,356,348064,6286847
L-24-25-SN-40,42.32,295.21,SAN RAMÓN,VESPUCIO / PEDRO AGUIRRE CERDA,356,348056,6287368
L-24-13-OP-15,174.31,8.78,SAN RAMÓN,EL BERGANTíN / RIQUELME,356,348129,6286449
L-24-13-PO-16,9.99,108.10,SAN RAMÓN,EL ACORAZADO / RIQUELME,356,348287,6286392
L-24-13-OP-20,56.82,2.38,SAN RAMÓN,LA CORBETA / RIQUELME,356,348229,6286428
L-24-13-PO-20,95.96,135.53,SAN RAMÓN,SANTA ROSA / RIQUELME,356,348398,6286371
L-24-6-OP-16,84.64,30.02,SAN RAMÓN,RíO AMAZONAS / ESPERANZA,356,347890,6286179
L-24-6-OP-17,172.02,95.11,SAN RAMÓN,GUACOLDA / ESPERANZA,356,348156,6286139
L-24-6-PO-20,204.99,153.41,SAN RAMÓN,ARTURO PRAT / ESPERANZA,356,348162,6286114
L-24-6-PO-25,134.96,29.28,SAN RAMÓN,CAUPOLICÃN / ESPERANZA,356,348309,6286087
L-24-6-PO-30,394.76,450.40,SAN RAMÓN,SANTA ROSA / ESPERANZA,356,348459,6286092
L-24-7-SN-5,59.05,119.10,SAN RAMÓN,ESPERANZA / GALVARINO,356,348431,6286065
L-24-7-SN-15,28.94,19.15,SAN RAMÓN,SGTO. CANDELARIA / GALVARINO,356,348456,6285824
L-24-4-SN-5,137.65,39.17,SAN RAMÓN,RIQUELME / CAUPOLICÃN,356,348369,6286248
L-24-4-NS-10,101.11,68.77,SAN RAMÓN,ESPERANZA / CAUPOLICÃN,356,348314,6286118
L-22-42-SN-30,122.38,25.69,LA GRANJA,PARADA 4 / P. 26 SANTA ROSA,356,348348,6287027
L-22-1-OP-5,0.29,56.37,LA GRANJA,SANTA ROSA / ALBORADA,356,348347,6287071
T-24-205-NS-5,398.74,505.24,SAN RAMÓN,PARADA 1 / P. 18 SANTA ROSA,357,348008,6289850
L-24-14-SN-5,55.57,54.76,SAN RAMÓN,LO OVALLE / RIVADAVIA,357,347764,6290011
L-24-14-NS-10,43.68,62.77,SAN RAMÓN,MIRADOR / RIVADAVIA,357,347724,6289898
L-24-14-SN-15,85.59,46.41,SAN RAMÓN,MIRADOR / RIVADAVIA,357,347734,6289873
L-24-11-PO-10,152.21,253.10,SAN RAMÓN,ALVEAR / LO OVALLE,357,347482,6290072
L-24-11-PO-15,122.77,176.39,SAN RAMÓN,RIVADAVIA / LO OVALLE,357,347735,6290028
T-25-228-SN-55,584.37,771.43,SAN MIGUEL,PARADERO  3 GRAN AVENIDA,358,346866,6294291
T-25-227-SN-50,191.50,91.09,SAN MIGUEL,FERNANDO LAZCANO / J. J. PRIETO,358,345988,6293924
T-25-227-SN-55,83.49,69.52,SAN MIGUEL,MAGDALENA VICUñA / J. J. PRIETO,358,346113,6294250
T-25-228-NS-5,711.00,307.75,SAN MIGUEL,PARADERO  3 GRAN AVENIDA,358,346847,6294356
T-25-228-NS-10,1668.35,825.27,SAN MIGUEL,HOSP. BARROS LUCO,358,346745,6293891
T-25-228-NS-15,1199.23,482.64,SAN MIGUEL,PARADA 3 / MUNI. DE SAN MIGUEL,358,346698,6293672
T-25-228-SN-45,529.30,618.15,SAN MIGUEL,MUNI. DE SAN MIGUEL,358,346688,6293494
T-25-228-SN-50,1044.01,1807.74,SAN MIGUEL,HOSP. BARROS LUCO,358,346748,6293774
T-25-202-NS-5,55.32,36.64,SAN MIGUEL,CARLOS VALDOVINOS / SAN IGNACIO,358,346327,6294424
L-25-1-OP-5,44.96,43.15,SAN MIGUEL,J. J. PRIETO / CARLOS VALDOVINOS,358,346226,6294430
L-25-1-PO-10,21.66,17.34,SAN MIGUEL,SAN IGNACIO / CARLOS VALDOVINOS,358,346314,6294374
L-25-1-OP-15,8.80,19.97,SAN MIGUEL,SAN IGNACIO / CARLOS VALDOVINOS,358,346364,6294407
L-25-1-PO-16,12.17,87.86,SAN MIGUEL,EL LLANO / CARLOS VALDOVINOS,358,346612,6294350
L-25-1-PO-20,207.55,417.88,SAN MIGUEL,GRAN AVENIDA / CARLOS VALDOVINOS,358,346829,6294306
L-25-7-PO-5,79.25,14.31,SAN MIGUEL,SAN IGNACIO / FERNANDO LAZCANO,358,346245,6293890
L-25-7-PO-10,5.12,18.29,SAN MIGUEL,RICARDO MORALES / FERNANDO LAZCANO,358,346442,6293840
L-25-7-PO-15,337.22,2054.21,SAN MIGUEL,BARROS LUCO / FERNANDO LAZCANO,358,346699,6293784
L-25-8-NS-5,144.22,32.21,SAN MIGUEL,PARADA 1 / MUNI. DE SAN MIGUEL,358,346653,6293481
L-25-9-NS-5,224.71,121.30,SAN MIGUEL,CARLOS VALDOVINOS / HOMERO,358,346752,6294369
El LLano,11747.94,10511.53,SAN MIGUEL,Llano Subercaseux - JosÃ© JoaquÍn Vallejos,358,346731,6294003
El LLano,11747.94,10511.53,SAN MIGUEL,Llano Subercaseux - JosÃ© JoaquÍn Vallejos,358,346731,6294003
T-25-227-SN-40,58.69,31.91,SAN MIGUEL,GIM. SAN MIGUEL / J. J. PRIETO,359,345760,6293316
T-25-227-SN-45,197.30,58.83,SAN MIGUEL,PJE. E. MATTE / J. J. PRIETO,359,345891,6293670
T-25-228-NS-20,1557.85,1766.20,SAN MIGUEL,PARADERO  8 GRAN AVENIDA,359,346605,6293229
T-25-228-NS-25,587.77,396.36,SAN MIGUEL,PARADERO 9 GRAN AVENIDA,359,346553,6292966
L-25-10-SN-10,14.73,2.74,SAN MIGUEL,ARCÃNGEL / J. J. PRIETO,359,345837,6293485
San Miguel,14562.98,14205.41,SAN MIGUEL,Gran Avenida - Curinanca,359,346634,6293304
San Miguel,14562.98,14205.41,SAN MIGUEL,Gran Avenida - Curinanca,359,346634,6293304
T-25-228-SN-40,744.75,1492.56,SAN MIGUEL,PARADERO  8 GRAN AVENIDA,360,346612,6293135
L-25-14-PO-15,87.12,7.78,SAN MIGUEL,MURCIA / SALESIANOS,360,347436,6292642
L-25-2-OP-3,43.21,215.65,SAN MIGUEL,GRAN AVENIDA / ALC. PEDRO ALARCÓN,360,346741,6293591
L-25-3-PO-5,325.36,18.12,SAN MIGUEL,12Âª COMISARíA / ÃLVAREZ DE TOLEDO,360,346653,6293142
L-25-3-PO-10,30.12,7.62,SAN MIGUEL,CHILOé / ÃLVAREZ DE TOLEDO,360,346878,6293089
L-25-3-PO-15,65.35,5.59,SAN MIGUEL,CUASIMODO / ÃLVAREZ DE TOLEDO,360,347277,6293006
L-25-3-PO-20,8.96,101.87,SAN MIGUEL,SANTA ROSA / ÃLVAREZ DE TOLEDO,360,347604,6292926
T-25-227-SN-30,103.22,15.28,SAN MIGUEL,REAL AUDIENCIA / J. J. PRIETO,361,345550,6292759
T-25-227-SN-35,568.60,496.21,SAN MIGUEL,SALESIANOS / J. J. PRIETO,361,345676,6293092
T-25-228-NS-30,679.86,523.82,SAN MIGUEL,PARADERO  9 1/2 GRAN AVENIDA,361,346481,6292618
T-25-228-SN-30,997.39,523.01,SAN MIGUEL,PARADERO  9 1/2 GRAN AVENIDA,361,346502,6292587
T-25-228-SN-35,474.93,419.48,SAN MIGUEL,PARADERO  9 GRAN AVENIDA,361,346550,6292816
L-25-15-OP-5,18.51,87.71,SAN MIGUEL,J. J. PRIETO / TERESA VIAL,361,345663,6293008
L-25-15-OP-10,26.01,9.35,SAN MIGUEL,SAN IGNACIO / TERESA VIAL,361,346032,6292911
L-25-15-OP-15,75.47,75.80,SAN MIGUEL,REY ALBERTO / TERESA VIAL,361,346279,6292853
T-25-205-NS-65,244.90,222.71,SAN MIGUEL,PARADA 1 / P. 9 1/2 SANTA ROSA,362,347702,6292243
L-25-14-PO-5,92.29,4.48,SAN MIGUEL,CHILOé / SALESIANOS,362,346858,6292804
L-25-14-PO-10,46.75,5.30,SAN MIGUEL,SAN FRANCISCO / SALESIANOS,362,347114,6292732
T-25-227-SN-15,379.82,169.03,SAN MIGUEL,TRISTÃN MATTA / J. J. PRIETO,363,345283,6292047
T-25-227-SN-20,67.52,28.75,SAN MIGUEL,AV. LAZO SUR / J. J. PRIETO,363,345388,6292322
T-25-227-SN-25,137.89,41.72,SAN MIGUEL,AV. LA MARINA / J. J. PRIETO,363,345483,6292578
T-25-228-NS-35,490.74,503.17,SAN MIGUEL,PARADA 1 / P. 11 GRAN AVENIDA,363,346385,6292183
T-25-228-NS-40,660.98,836.62,SAN MIGUEL,COLEGIO CHILE,363,346319,6291900
T-25-89-OP-25,32.98,61.62,SAN MIGUEL,SAN JERÓNIMO / AV. DEPARTAMENTAL,363,346042,6291760
T-25-89-OP-30,88.45,80.16,SAN MIGUEL,GAUSS / AV. DEPARTAMENTAL,363,345821,6291829
T-25-89-OP-35,136.45,226.97,SAN MIGUEL,MONJA ALFéREZ / AV. DEPARTAMENTAL,363,345495,6291927
L-25-39-OP-5,1.69,3.80,SAN MIGUEL,SAN JERÓNIMO / CARLOS EDWARDS,363,346094,6291954
L-25-39-OP-10,2.80,11.32,SAN MIGUEL,GAUSS / CARLOS EDWARDS,363,345884,6292015
L-25-39-OP-15,15.50,28.43,SAN MIGUEL,MONJA ALFEREZ / CARLOS EDWARDS,363,345561,6292113
L-25-39-OP-20,100.38,109.68,SAN MIGUEL,J. J. PRIETO / CARLOS EDWARDS,363,345350,6292187
L-25-29-PO-5,184.17,22.07,SAN MIGUEL,MONJA ALFéREZ / SAN NICOLÃS,363,345577,6292397
L-25-29-PO-10,17.26,5.27,SAN MIGUEL,GAUSS / SAN NICOLÃS,363,345942,6292262
L-25-29-PO-15,32.26,0.47,SAN MIGUEL,SAN JERÓNIMO / SAN NICOLÃS,363,346132,6292186
L-25-29-PO-20,28.66,27.09,SAN MIGUEL,GRAN AVENIDA / SAN NICOLÃS,363,346365,6292119
L-25-8-NS-10,125.66,686.64,SAN MIGUEL,PARADA 1 / P. 10 GRAN AVENIDA,363,346400,6292289
Lo Vial,8000.68,6960.96,SAN MIGUEL,Gran Avenida - Ureta Cox,363,346437,6292360
Lo Vial,8000.68,6960.96,SAN MIGUEL,Gran Avenida - Ureta Cox,363,346437,6292360
E-25-205-NS-76,590.85,693.90,SAN MIGUEL,PARADA 7 / DEPARTAMENTAL - SANTA ROSA,364,347783,6291338
